Rk,Player,Pos,Tm,Salary
,Brandon Knight\KnigBr01,T,DAL,$495000
,Steven Parker\ParkSt00,DB,MIA,$495000
,Trayveon Williams\WillTr06,RB,CIN,$495000
,Nick Gates\GateNi00,OT,NYG,$495000
,Sione Takitaki\TakiSi00,LB,CLE,$495000
,Andrew Brown\BrowAn05,DE,CIN,$495000
,Daniel Jones\JoneDa05,QB,NYG,$495000
,Kyle Phillips\PhilKy00,DL,NYJ,$495000
,Dallin Leavitt\LeavDa00,S,OAK,$495000
,Evan Baylis\BaylEv00,TE,GNB,$495000
,Michael Jordan\JordMi01,OL,CIN,$495000
,Drew Sample\SampDr00,TE,CIN,$495000
,Brian Burns\BurnBr00,EDGE,CAR,$495000
,Kingsley Keke\KekeKi00,DL,GNB,$495000
,Azeez Al-Shaair\AlShAz00,LB,SFO,$495000
,Joshua Miles\MileJo00,OT,ARI,$495000
,Gunner Olszewski\OlszGu00,WR,NWE,$495000
,Joejuan Williams\WillJo13,CB,NWE,$495000
,Darryl Johnson\JohnDa10,DE,BUF,$495000
,Trent Harris\HarrTr01,DL,MIA,$495000
,Darius Slayton\SlayDa01,WR,NYG,$495000
,Nasir Adderley\AddeNa00,S,LAC,$495000
,Eddy Pineiro\PineEd00,K,CHI,$495000
,Jamel Dean\DeanJa00,CB,TAM,$495000
,Dakota Allen\AlleDa01,LB,OAK,$495000
,Byron Pringle\PrinBy00,WR,KAN,$495000
,Brandon Dillon\DillBr00,TE,MIN,$495000
,Benny Snell\SnelBe00,,PIT,$495000
,Dare Ogunbowale\OgunDa00,RB,TAM,$495000
,Reggie Bonnafon\BonnRe00,RB,CAR,$495000
,John Ursua\UrsuJo00,WR,SEA,$495000
,David Edwards\EdwaDa01,OL,LAR,$495000
,Tytus Howard\HowaTy00,,HOU,$495000
,Emeke Egbule\EgbuEm00,LB,LAC,$495000
,Preston Williams\WillPr01,WR,MIA,$495000
,Coleman Shelton\ShelCo00,C,LAR,$495000
,KeeSean Johnson\JohnKe07,WR,ARI,$495000
,Chauncey Gardner-Johnson\GardCh00,S,NOR,$495000
,Damien Harris\HarrDa06,RB,NWE,$495000
,Deandre Baker\BakeDe00,CB,NYG,$495000
,Ryan Hunter\HuntRy00,T,KAN,$495000
,Dexter Lawrence\LawrDe03,DL,NYG,$495000
,Cody Barton\BartCo00,LB,SEA,$495000
,Erik McCoy\McCoEr01,OL,NOR,$495000
,Deionte Thompson\ThomDe06,S,ARI,$495000
,Tony Pollard\PollTo00,RB,DAL,$495000
,Dontavius Russell\RussDo00,DL,JAX,$495000
,Mark Fields\FielMa01,CB,MIN,$495000
,Kyle Allen\AlleKy00,QB,CAR,$495000
,Michael Dogbe\DogbMi00,DL,ARI,$495000
,Khalen Saunders\SaunKh00,DT,KAN,$495000
,Olamide Zaccheaus\ZaccOl01,WR,ATL,$495000
,Jeremy Reaves\ReavJe00,FS,WAS,$495000
,Damion Willis\WillDa11,WR,CIN,$495000
,Nick Bosa\BosaNi00,EDGE,SFO,$495000
,Jaleel Scott\ScotJa02,WR,BAL,$495000
,Jarrett Stidham\StidJa00,QB,NWE,$495000
,Mecole Hardman\HardMe00,WR,KAN,$495000
,Tuzar Skipper\SkipTu00,LB,NYG,$495000
,Kyler Murray\MurrKy00,QB,ARI,$495000
,Marvell Tell\TellMa00,S,IND,$495000
,Nick Bawden\BawdNi00,RB,DET,$495000
,Jake Rodgers\RodgJa03,T,DEN,$495000
,Joey Ivie\IvieJo00,DT,KAN,$495000
,L.J. Collier\CollLJ00,DL,SEA,$495000
,Robert Jackson\JackRo00,CB,CLE,$495000
,Jordan Scarlett\ScarJo00,RB,CAR,$495000
,Shaq Calhoun\CalhSh01,G,MIA,$495000
,Amani Hooker\HookAm00,S,TEN,$495000
,Austin Seibert\SeibAu00,K,CLE,$495000
,Kevin Strong\StroKe00,DT,DET,$495000
,Natrez Patrick\PatrNa00,LB,LAR,$495000
,Alec Ingold\IngoAl01,FB,OAK,$495000
,Fred Brown\BrowFr01,WR,DEN,$495000
,Ross Pierschbacher\PierRo00,OL,WAS,$495000
,Andrew Beck\BeckAn01,TE,DEN,$495000
,Kaleb McGary\McGaKa00,OL,ATL,$495000
,Rashad Fenton\FentRa00,CB,KAN,$495000
,Josh Woods\WoodJo02,LB,CHI,$495000
,Daniel Brunskill\BrunDa00,OT,SFO,$495000
,John Cominsky\ComiJo00,DE,ATL,$495000
,Simeon Thomas\ThomSi00,CB,WAS,$495000
,Andre Dillard\DillAn00,OL,PHI,$495000
,Parris Campbell\CampPa00,WR,IND,$495000
,JJ Arcega-Whiteside\ArceJJ00,WR,PHI,$495000
,Troy Reeder\ReedTr01,LB,LAR,$495000
,Chuma Edoga\EdogCh00,OL,NYJ,$495000
,Miles Boykin\BoykMi00,WR,BAL,$495000
,Travin Howard\HowaTr00,OLB,LAR,$495000
,Mike Edwards\EdwaMi01,S,TAM,$495000
,Chris Peace\PeacCh00,DE,2TM,$495000
,Chris Lacy\LacyCh00,WR,DET,$495000
,Alexander Mattison\MattAl01,RB,MIN,$495000
,Donovan Wilson\WilsDo01,S,DAL,$495000
,Trayvon Mullen\MullTr00,CB,OAK,$495000
,Luke Gifford\GiffLu00,LB,DAL,$495000
,Dwayne Haskins\HaskDw00,QB,WAS,$495000
,Joe Jackson\JackJo02,EDGE,DAL,$495000
,Sam Ficken\FickSa00,K,NYJ,$495000
,Byron Cowart\CowaBy00,DL,NWE,$495000
,Scott Miller\MillSc01,WR,TAM,$495000
,Ryquell Armstead\ArmsRy00,RB,JAX,$495000
,Austin Cutting\CuttAu00,LS,MIN,$495000
,Daniel Ekuale\EkuaDa00,DL,CLE,$495000
,Tommy Sweeney\SweeTo00,TE,BUF,$495000
,Mack Wilson\WilsMa03,LB,CLE,$495000
,Devin Singletary\SingDe00,RB,BUF,$495000
,Jamie Gillan\GillJa00,P,CLE,$495000
,Roderic Teamer\TeamRo00,S,LAC,$495000
,Allen Lazard\LazaAl00,WR,GNB,$495000
,Isaiah Mack\MackIs00,DT,TEN,$495000
,Travis Homer\HomeTr00,RB,SEA,$495000
,Jordan Kunaszyk\KunaJo00,LB,CAR,$495000
,Kelvin Harmon\HarmKe00,WR,WAS,$495000
,Mark Walton\WaltMa00,RB,MIA,$495000
,Jomal Wiltz\WiltJo01,DB,MIA,$495000
,Jamarco Jones\JoneJa08,OT,SEA,$495000
,Chris Lindstrom\LindCh00,OL,ATL,$495000
,Andre James\JameAn01,T,OAK,$495000
,Rock Ya-Sin\Ya-SRo00,CB,IND,$495000
,Julian Love\LoveJu00,CB,NYG,$495000
,Austin Schlottmann\SchlAu00,G,DEN,$495000
,Christian Miller\MillCh04,EDGE,CAR,$495000
,Charles Omenihu\OmenCh00,DL,HOU,$495000
,Shy Tuttle\TuttSh00,DL,NOR,$495000
,Malik Reed\ReedMa01,LB,DEN,$495000
,David Montgomery\MontDa01,RB,CHI,$495000
,Kendall Sheffield\ShefKe00,CB,ATL,$495000
,Jake Bailey\BailJa00,P,NWE,$495000
,Jawaan Taylor\TaylJa02,OL,JAX,$495000
,Nate Davis\DaviNa01,OL,TEN,$495000
,Chase Winovich\WinoCh00,EDGE,NWE,$495000
,Michael Deiter\DeitMi00,OL,MIA,$495000
,Clelin Ferrell\FerrCl00,EDGE,OAK,$495000
,Juan Thornhill\ThorJu00,S,KAN,$495000
,Josh Allen\AlleJo03,EDGE,JAX,$495000
,Greg Little\LittGr01,OL,CAR,$495000
,Patrick Mekari\MekaPa00,G,BAL,$495000
,Bobby Okereke\OkerBo00,LB,IND,$495000
,Justin Hollins\HollJu00,EDGE,DEN,$495000
,Rolan Milligan\MillRo03,S,IND,$495000
,Matthew Orzech\OrzeMa00,TE,JAX,$495000
,John Atkins\AtkiJo01,DT,DET,$495000
,Darrius Shepherd\ShepDa00,WR,GNB,$495000
,Jimmy Moreland\MoreJi00,CB,WAS,$495000
,Chris Lammons\LammCh00,DB,MIA,$495000
,Deonte Harris\HarrDe07,WR,NOR,$495000
,Corey Ballentine\BallCo00,CB,NYG,$495000
,A.J. Brown\BrowAJ00,WR,TEN,$495000
,Steven Sims\SimsSt00,WR,WAS,$495000
,Cullen Gillaspia\GillCu00,RB,HOU,$495000
,Johnathan Abram\AbraJo01,S,OAK,$495000
,Justin Layne\LaynJu00,CB,PIT,$495000
,Miles Brown\BrowMi01,DT,ARI,$495000
,Jalen Thompson\ThomJa04,,ARI,$495000
,Ken Webster\WebsKe00,CB,MIA,$495000
,Terry McLaurin\McLaTe00,WR,WAS,$495000
,Carl Granderson\GranCa01,DE,NOR,$495000
,Zach Allen\AlleZa01,DL,ARI,$495000
,David Long\LongDa04,LB,TEN,$495000
,Deon Cain\CainDe00,WR,IND,$495000
,Ed Oliver\OlivEd00,DL,BUF,$495000
,Gardner Minshew\MinsGa00,QB,JAX,$495000
,Wes Martin\MartWe00,G,WAS,$495000
,Matt Gay\GayxMa00,K,TAM,$495000
,Cole Mazza\MazzCo01,LS,LAC,$495000
,Dre'Mont Jones\JoneDr00,DL,DEN,$495000
,Trevon Wesco\WescTr00,TE,NYJ,$495000
,Braxton Berrios\BerrBr00,WR,NYJ,$495000
,Deebo Samuel\SamuDe00,WR,SFO,$495000
,Oshane Ximines\XimiOs00,EDGE,NYG,$495000
,Ben Burr-Kirven\BurrBe00,LB,SEA,$495000
,Drue Tranquill\TranDr00,LB,LAC,$495000
,Ugochukwu Amadi\AmadUg00,S,SEA,$495000
,T.J. Hockenson\HockTJ00,TE,DET,$495000
,Xavier Crawford\CrawXa00,CB,HOU,$495000
,Kris Boyd\BoydKr00,CB,MIN,$495000
,Bryan Mone\MoneBr00,DT,SEA,$495000
,Diontae Johnson\JohnDi01,WR,PIT,$495000
,Troy Fumagalli\FumaTr00,TE,DEN,$495000
,Garrett Bradbury\BradGa00,OL,MIN,$495000
,Cedrick Wilson\WilsCe01,WR,DAL,$495000
,Andrew Wingard\WingAn01,S,JAX,$495000
,Anthony Nelson\NelsAn01,DL,TAM,$495000
,Darwin Thompson\ThomDa06,RB,KAN,$495000
,Trey Pipkins\PipkTr00,OT,LAC,$495000
,Hale Hentges\HentHa00,TE,WAS,$495000
,Devin White\WhitDe02,LB,TAM,$495000
,Miles Sanders\SandMi01,RB,PHI,$495000
,Zach Triner\TrinZa00,LS,TAM,$495000
,Taylor Rapp\RappTa00,S,LAR,$495000
,Amani Oruwariye\OruwAm00,CB,DET,$495000
1682,Alex Redmond\RedmAl01,G,CIN,$493236
